Brand,Processor,RAM (GB),Storage (GB),Camera (MP),Battery (mAh),Display Size (inches),Refresh Rate (Hz),5G Support,Operating System,Launch Year,Price ($)
Apple,Snapdragon 778G,8,1024,64,5000,7.0,144,0,iOS,2020,616
Oppo,Dimensity 9200,12,64,108,4500,6.1,90,1,Android,2023,723
OnePlus,Kirin 9000,4,512,64,3000,5.5,90,1,Android,2020,277
Samsung,Snapdragon 778G,6,64,48,4000,5.5,144,1,Android,2024,722
Samsung,Snapdragon 8 Gen 2,16,1024,200,4000,6.1,144,0,Android,2023,1056
Sony,Exynos 2200,12,512,108,6000,6.7,144,1,Android,2021,659
OnePlus,A17 Bionic,6,64,200,4000,6.7,90,1,Android,2022,594
Google,Dimensity 9200,12,256,48,4000,6.4,120,1,Android,2018,248
Realme,Exynos 2200,16,64,200,4000,7.0,144,0,Android,2018,300
Motorola,Snapdragon 778G,4,128,108,3000,5.5,90,0,Android,2024,711
Motorola,Dimensity 9200,4,1024,108,4000,7.0,60,1,Android,2021,491
Sony,Snapdragon 778G,6,128,48,3000,6.7,120,1,Android,2019,198
Apple,Snapdragon 778G,16,1024,64,6000,6.7,120,0,iOS,2019,508
Oppo,Dimensity 9200,16,256,200,6000,6.4,90,1,Android,2018,365
OnePlus,Snapdragon 778G,4,256,108,4500,6.1,90,1,Android,2022,598
Oppo,Snapdragon 778G,12,64,48,4500,6.7,144,1,Android,2020,332
OnePlus,Exynos 2200,8,512,200,5000,6.1,144,0,Android,2018,321
OnePlus,Snapdragon 8 Gen 2,16,1024,64,4000,6.4,90,1,Android,2022,721
Vivo,Snapdragon 778G,16,512,200,6000,6.4,144,0,Android,2020,503
Apple,Exynos 2200,16,128,200,3000,7.0,60,0,iOS,2022,850
Realme,Snapdragon 778G,16,256,12,6000,7.0,60,0,Android,2021,558
Samsung,Dimensity 9200,8,512,108,6000,7.0,90,1,Android,2021,552
Motorola,Exynos 2200,6,64,64,4000,6.1,60,0,Android,2018,183
Xiaomi,Kirin 9000,12,512,200,3000,6.4,90,0,Android,2023,781
Vivo,Dimensity 9200,12,1024,200,4000,6.4,120,0,Android,2019,281
Xiaomi,Exynos 2200,8,64,48,4500,6.7,120,0,Android,2024,771
Samsung,Exynos 2200,8,512,64,5000,7.0,60,0,Android,2019,272
Realme,Dimensity 9200,8,512,64,3000,6.4,90,1,Android,2023,738
Motorola,Snapdragon 778G,8,256,48,6000,5.5,90,0,Android,2021,529
Apple,Dimensity 9200,12,64,200,4500,7.0,120,0,iOS,2018,431
OnePlus,A17 Bionic,8,256,200,6000,6.7,144,0,Android,2021,637
Xiaomi,A17 Bionic,8,1024,64,6000,6.7,120,1,Android,2018,331
Apple,Dimensity 9200,6,512,12,5000,6.1,120,0,iOS,2024,1332
Google,A17 Bionic,16,64,108,3000,6.4,90,0,Android,2019,237
Samsung,Snapdragon 778G,12,64,108,6000,6.4,120,1,Android,2022,817
Motorola,Kirin 9000,12,128,64,4500,5.5,120,1,Android,2019,240
Samsung,Dimensity 9200,12,256,108,5000,7.0,120,1,Android,2024,972
Xiaomi,Exynos 2200,16,256,48,5000,6.1,144,0,Android,2024,995
Oppo,Dimensity 9200,8,512,12,4000,7.0,120,1,Android,2020,329
Oppo,Dimensity 9200,4,128,108,6000,6.7,60,1,Android,2021,561
Realme,Dimensity 9200,4,64,64,5000,6.1,60,0,Android,2021,476
Vivo,Snapdragon 778G,6,256,48,4500,6.7,144,1,Android,2020,378
Xiaomi,Dimensity 9200,12,256,108,4500,5.5,144,0,Android,2024,858
Vivo,Snapdragon 778G,16,128,64,4000,6.1,60,1,Android,2020,331
Realme,Kirin 9000,4,64,200,4500,6.4,120,1,Android,2023,741
Oppo,Exynos 2200,4,64,48,5000,5.5,60,1,Android,2024,740
Realme,Snapdragon 8 Gen 2,8,512,64,3000,6.1,60,0,Android,2021,356
Google,Exynos 2200,8,512,48,4500,7.0,90,0,Android,2024,910
Apple,A17 Bionic,4,1024,48,6000,6.4,90,0,iOS,2021,836
Motorola,Kirin 9000,6,512,108,4000,6.4,60,1,Android,2021,466
Google,A17 Bionic,4,1024,12,4000,6.4,90,0,Android,2018,251
Realme,Snapdragon 8 Gen 2,6,1024,12,5000,6.1,120,1,Android,2024,945
OnePlus,Snapdragon 778G,12,512,64,4000,6.4,144,1,Android,2021,532
Samsung,Kirin 9000,8,1024,108,5000,7.0,90,1,Android,2021,619
Apple,Dimensity 9200,6,64,64,4500,6.4,120,0,iOS,2024,1066
Sony,Kirin 9000,16,1024,12,3000,6.1,60,0,Android,2019,254
OnePlus,Snapdragon 8 Gen 2,16,64,64,4500,6.7,144,1,Android,2021,449
Vivo,A17 Bionic,6,128,200,3000,5.5,60,0,Android,2020,312
Xiaomi,Snapdragon 8 Gen 2,4,1024,12,4500,7.0,90,1,Android,2021,492
Google,Exynos 2200,4,512,48,4500,7.0,90,0,Android,2018,264
Samsung,A17 Bionic,6,1024,48,4500,5.5,144,1,Android,2019,289
Google,Dimensity 9200,8,256,200,5000,6.4,144,1,Android,2021,606
Realme,Snapdragon 8 Gen 2,12,512,12,5000,7.0,60,1,Android,2024,922
Google,A17 Bionic,8,1024,108,4000,6.1,60,0,Android,2018,299
Realme,Snapdragon 8 Gen 2,4,1024,48,5000,6.4,90,0,Android,2018,309
OnePlus,Snapdragon 8 Gen 2,6,1024,48,3000,7.0,60,0,Android,2018,246
Xiaomi,Kirin 9000,12,512,48,6000,5.5,90,1,Android,2022,794
Google,Kirin 9000,8,1024,64,3000,6.4,60,0,Android,2024,846
Oppo,Exynos 2200,4,256,108,4500,6.4,144,0,Android,2019,253
OnePlus,Kirin 9000,8,1024,64,6000,6.7,120,0,Android,2023,1083
Sony,Kirin 9000,8,256,108,3000,5.5,120,0,Android,2018,222
Realme,Kirin 9000,4,64,12,4500,7.0,60,0,Android,2021,351
Oppo,Snapdragon 8 Gen 2,12,128,108,4500,6.7,144,1,Android,2022,738
Samsung,Snapdragon 778G,16,256,200,4500,6.1,60,1,Android,2022,831
OnePlus,Kirin 9000,16,512,48,5000,6.7,90,0,Android,2019,281
Vivo,Dimensity 9200,12,256,64,4500,5.5,90,1,Android,2024,802
Google,A17 Bionic,8,1024,64,5000,6.4,60,1,Android,2024,943
Apple,A17 Bionic,8,128,12,5000,5.5,144,1,iOS,2020,602
Motorola,Snapdragon 778G,6,256,64,6000,6.1,144,1,Android,2022,817
Apple,Exynos 2200,12,512,48,6000,6.4,144,0,iOS,2020,676
Apple,Kirin 9000,16,128,12,3000,6.1,120,0,iOS,2019,294
Vivo,Snapdragon 778G,4,1024,48,4500,6.1,144,1,Android,2023,892
Motorola,Dimensity 9200,8,128,12,6000,6.7,120,0,Android,2023,871
Realme,A17 Bionic,8,64,48,4000,7.0,120,1,Android,2019,250
Oppo,Snapdragon 778G,8,64,108,4000,7.0,144,1,Android,2023,698
Apple,Kirin 9000,4,64,48,4500,6.4,120,1,iOS,2021,683
Sony,Kirin 9000,4,256,108,4000,6.7,120,1,Android,2024,867
Sony,Snapdragon 778G,8,1024,200,4000,5.5,60,1,Android,2019,293
Apple,Kirin 9000,16,1024,12,3000,5.5,90,0,iOS,2020,460
OnePlus,A17 Bionic,6,64,64,4000,6.4,90,1,Android,2024,753
Realme,A17 Bionic,12,256,200,5000,6.7,120,1,Android,2019,335
Xiaomi,Exynos 2200,12,1024,48,5000,5.5,90,1,Android,2022,844
Motorola,Dimensity 9200,8,128,12,6000,7.0,120,0,Android,2024,949
Xiaomi,Snapdragon 8 Gen 2,6,64,12,4000,7.0,60,1,Android,2021,332
Oppo,Snapdragon 8 Gen 2,8,256,48,5000,6.7,90,1,Android,2023,749
Sony,Exynos 2200,4,64,48,4500,7.0,120,0,Android,2019,223
Apple,A17 Bionic,8,256,108,5000,7.0,60,0,iOS,2023,1049
Realme,Kirin 9000,8,128,64,5000,6.4,60,0,Android,2019,232
Realme,Exynos 2200,12,512,12,6000,6.7,144,0,Android,2020,423
OnePlus,Exynos 2200,12,1024,108,6000,6.1,90,0,Android,2018,366
Oppo,Dimensity 9200,8,512,12,4500,6.1,60,1,Android,2024,850
Google,Snapdragon 8 Gen 2,8,128,48,6000,7.0,144,1,Android,2022,725
Motorola,Snapdragon 8 Gen 2,6,512,64,3000,6.1,120,0,Android,2019,203
Xiaomi,Snapdragon 8 Gen 2,4,64,200,3000,6.4,144,0,Android,2021,431
Vivo,Kirin 9000,6,64,12,5000,5.5,90,0,Android,2023,619
Sony,Dimensity 9200,4,256,64,3000,7.0,144,0,Android,2018,201
Sony,Kirin 9000,6,512,64,3000,5.5,60,0,Android,2019,197
Vivo,Dimensity 9200,12,64,200,4000,5.5,120,0,Android,2020,355
OnePlus,A17 Bionic,12,64,12,4000,7.0,120,0,Android,2019,218
Vivo,A17 Bionic,8,128,12,4500,6.1,90,0,Android,2019,220
Google,Snapdragon 8 Gen 2,6,64,200,4000,6.4,144,0,Android,2018,232
Motorola,Snapdragon 778G,12,512,48,3000,5.5,120,0,Android,2018,234
Vivo,Dimensity 9200,8,64,108,4500,6.7,120,0,Android,2019,275
Apple,Kirin 9000,4,128,64,4500,7.0,144,1,iOS,2021,692
Motorola,Dimensity 9200,6,256,64,4000,7.0,60,1,Android,2019,206
Vivo,Kirin 9000,6,64,64,3000,5.5,144,1,Android,2020,261
OnePlus,Kirin 9000,4,1024,200,6000,5.5,144,1,Android,2019,341
Apple,Exynos 2200,4,1024,48,6000,6.4,120,0,iOS,2023,1323
OnePlus,Exynos 2200,8,256,48,4500,7.0,60,1,Android,2023,788
Samsung,Snapdragon 778G,4,512,108,4500,6.1,90,0,Android,2022,735
Samsung,Snapdragon 778G,12,1024,64,5000,6.4,144,0,Android,2020,407
OnePlus,Snapdragon 8 Gen 2,6,64,12,3000,6.4,144,1,Android,2019,194
Oppo,Exynos 2200,12,128,108,6000,6.1,120,0,Android,2022,744
Xiaomi,Exynos 2200,6,64,64,6000,6.7,90,0,Android,2020,388
Samsung,Kirin 9000,16,128,48,4000,7.0,120,0,Android,2023,659
Sony,Exynos 2200,8,64,12,6000,6.7,144,1,Android,2024,1013
Oppo,Dimensity 9200,6,256,200,4000,6.4,60,1,Android,2020,320
Vivo,Snapdragon 8 Gen 2,16,128,48,3000,7.0,144,1,Android,2021,376
Samsung,Kirin 9000,4,256,48,5000,6.1,90,0,Android,2024,726
OnePlus,Exynos 2200,16,128,200,5000,6.7,144,0,Android,2018,311
Sony,A17 Bionic,6,1024,48,4500,6.7,120,0,Android,2024,908
Vivo,Exynos 2200,8,64,12,3000,5.5,144,1,Android,2018,204
Samsung,A17 Bionic,8,256,200,3000,6.7,60,1,Android,2019,204
Samsung,A17 Bionic,12,1024,12,4000,7.0,144,1,Android,2022,743
Realme,Dimensity 9200,12,256,48,4500,7.0,60,1,Android,2018,252
Apple,Dimensity 9200,4,128,200,4000,6.7,60,1,iOS,2021,658
Motorola,Dimensity 9200,8,512,108,3000,6.4,90,0,Android,2021,427
Google,Snapdragon 8 Gen 2,8,64,12,6000,6.4,90,0,Android,2024,969
OnePlus,Exynos 2200,16,512,108,4000,6.1,144,1,Android,2020,418
Sony,Snapdragon 8 Gen 2,16,256,64,3000,6.7,60,0,Android,2019,215
OnePlus,Snapdragon 8 Gen 2,4,256,12,3000,7.0,90,1,Android,2021,315
Motorola,Kirin 9000,8,64,64,3000,6.1,90,0,Android,2024,648
Motorola,Exynos 2200,4,64,12,6000,6.7,120,1,Android,2018,291
Vivo,Snapdragon 8 Gen 2,16,1024,200,4500,7.0,60,1,Android,2023,1073
Sony,Snapdragon 778G,4,128,200,4000,7.0,60,0,Android,2020,293
Xiaomi,Exynos 2200,12,128,108,3000,6.7,90,1,Android,2023,730
Samsung,Exynos 2200,4,1024,64,6000,6.4,120,0,Android,2021,628
Xiaomi,Dimensity 9200,12,128,108,3000,6.7,120,1,Android,2023,610
Xiaomi,Kirin 9000,8,64,48,4000,6.4,120,0,Android,2022,565
Samsung,A17 Bionic,16,128,200,3000,5.5,60,1,Android,2022,668
Realme,Snapdragon 8 Gen 2,8,128,48,4500,6.4,144,0,Android,2019,227
Sony,Kirin 9000,16,1024,64,4500,6.4,120,1,Android,2021,578
Xiaomi,Snapdragon 778G,16,64,12,4000,7.0,120,1,Android,2023,760
Oppo,Dimensity 9200,12,1024,12,6000,7.0,144,1,Android,2022,864
Motorola,Snapdragon 8 Gen 2,12,64,48,6000,5.5,120,1,Android,2019,273
Sony,Snapdragon 778G,4,512,64,4000,5.5,60,1,Android,2024,709
Motorola,Kirin 9000,8,1024,108,5000,6.7,120,1,Android,2019,299
Apple,A17 Bionic,8,512,12,6000,6.7,90,0,iOS,2023,1412
Google,Kirin 9000,6,512,64,4500,6.4,60,1,Android,2022,745
Sony,Dimensity 9200,12,512,108,4500,6.4,120,1,Android,2022,828
Xiaomi,A17 Bionic,16,64,64,4000,5.5,120,1,Android,2018,222
Realme,Kirin 9000,16,1024,108,3000,6.4,90,0,Android,2021,500
OnePlus,Kirin 9000,6,128,200,4000,7.0,144,1,Android,2022,629
Xiaomi,Kirin 9000,16,1024,200,6000,6.1,144,0,Android,2022,946
Vivo,Kirin 9000,16,128,64,4000,6.7,90,1,Android,2018,223
Xiaomi,Exynos 2200,12,1024,200,4500,7.0,90,0,Android,2019,297
Apple,Kirin 9000,16,512,12,4000,5.5,144,0,iOS,2023,1156
Google,Snapdragon 8 Gen 2,8,512,48,4000,6.1,90,1,Android,2021,493
Realme,Dimensity 9200,16,512,64,5000,6.1,60,1,Android,2019,277
Motorola,Exynos 2200,12,64,200,4500,5.5,60,0,Android,2019,261
Google,Snapdragon 8 Gen 2,16,1024,64,4000,6.7,144,0,Android,2019,316
Vivo,Snapdragon 778G,16,128,48,5000,7.0,120,1,Android,2020,403
OnePlus,Snapdragon 8 Gen 2,4,256,200,4500,6.4,90,1,Android,2019,260
Samsung,Dimensity 9200,8,512,48,3000,6.1,90,0,Android,2020,297
Motorola,Snapdragon 778G,16,64,64,4000,6.7,144,0,Android,2022,706
Realme,Dimensity 9200,4,64,200,4500,6.7,120,0,Android,2023,704
Apple,A17 Bionic,4,512,64,5000,7.0,120,0,iOS,2019,377
Google,Snapdragon 8 Gen 2,4,1024,200,5000,6.4,90,1,Android,2018,307
OnePlus,Snapdragon 778G,8,64,64,4000,7.0,144,0,Android,2021,408
Oppo,Snapdragon 778G,4,64,64,5000,7.0,90,0,Android,2020,325
Xiaomi,Kirin 9000,16,1024,12,4000,7.0,120,0,Android,2021,549
Xiaomi,Kirin 9000,4,64,64,5000,6.1,90,0,Android,2020,307
Samsung,Kirin 9000,6,128,48,5000,7.0,60,1,Android,2023,700
OnePlus,A17 Bionic,8,1024,200,4000,7.0,144,0,Android,2023,957
OnePlus,A17 Bionic,6,64,108,4000,7.0,144,1,Android,2022,688
Apple,Snapdragon 778G,8,512,108,6000,6.1,90,0,iOS,2022,1302
Motorola,Kirin 9000,12,64,200,4000,6.4,144,0,Android,2020,361
Google,Exynos 2200,8,64,12,6000,6.1,144,0,Android,2022,714
Samsung,Snapdragon 8 Gen 2,8,128,200,4000,5.5,90,1,Android,2019,272
Realme,A17 Bionic,12,256,200,4500,6.4,144,1,Android,2022,783
Vivo,A17 Bionic,8,1024,48,6000,6.1,120,1,Android,2021,561
Oppo,Exynos 2200,16,256,200,6000,6.7,60,1,Android,2023,944
OnePlus,Exynos 2200,4,512,12,4000,5.5,120,0,Android,2020,316
Samsung,A17 Bionic,16,256,200,5000,5.5,144,0,Android,2022,748
Oppo,Kirin 9000,8,256,108,4000,6.7,144,0,Android,2024,839
Motorola,Kirin 9000,12,128,48,5000,7.0,144,0,Android,2020,384
Sony,Kirin 9000,4,256,108,4500,5.5,60,1,Android,2019,246
Motorola,Dimensity 9200,4,64,200,4500,5.5,120,0,Android,2023,809
Samsung,Dimensity 9200,16,512,48,5000,6.1,60,0,Android,2018,277
Xiaomi,Kirin 9000,4,512,108,3000,6.4,144,0,Android,2018,243
Xiaomi,Kirin 9000,6,128,108,3000,6.1,90,0,Android,2022,455
Oppo,Dimensity 9200,6,64,48,3000,6.1,144,1,Android,2020,316
Xiaomi,Kirin 9000,6,64,108,6000,5.5,90,1,Android,2024,920
OnePlus,Snapdragon 8 Gen 2,16,512,108,4000,6.7,144,1,Android,2019,300
Apple,Dimensity 9200,8,1024,48,3000,6.4,60,0,iOS,2021,558
Realme,Dimensity 9200,8,128,108,3000,6.1,60,1,Android,2023,595
Google,Exynos 2200,4,64,64,3000,5.5,144,0,Android,2022,557
Oppo,Kirin 9000,12,512,48,3000,6.4,60,0,Android,2019,217
Motorola,Kirin 9000,4,1024,12,4000,6.1,90,1,Android,2018,254
Motorola,Dimensity 9200,6,1024,48,4000,5.5,144,0,Android,2020,421
Motorola,Dimensity 9200,6,1024,48,3000,7.0,90,1,Android,2024,811
Vivo,Kirin 9000,12,1024,12,4000,7.0,144,1,Android,2021,524
Oppo,Snapdragon 778G,12,1024,48,4500,6.1,144,1,Android,2020,410
Oppo,Dimensity 9200,6,512,108,3000,6.7,144,1,Android,2018,212
Apple,Kirin 9000,16,64,48,5000,6.7,144,1,iOS,2022,1210
Samsung,Kirin 9000,12,128,64,4500,6.1,60,0,Android,2019,250
Realme,Exynos 2200,6,1024,64,4000,5.5,90,1,Android,2021,442
Motorola,Snapdragon 8 Gen 2,16,128,48,4500,6.1,60,0,Android,2024,797
Realme,Snapdragon 8 Gen 2,12,128,108,4500,7.0,60,0,Android,2020,351
Motorola,Kirin 9000,8,256,108,4000,6.4,120,1,Android,2021,444
Oppo,Snapdragon 8 Gen 2,4,1024,64,6000,6.4,120,0,Android,2022,888
Xiaomi,Snapdragon 778G,12,128,108,6000,6.4,144,0,Android,2020,421
Apple,Dimensity 9200,4,512,64,6000,6.4,90,1,iOS,2023,1393
Motorola,Snapdragon 778G,4,128,200,4000,6.7,90,0,Android,2020,314
Samsung,Dimensity 9200,6,512,64,5000,7.0,60,1,Android,2018,247
Motorola,Snapdragon 778G,4,64,64,3000,5.5,120,1,Android,2022,526
Realme,Kirin 9000,16,512,108,3000,7.0,120,1,Android,2022,651
Xiaomi,A17 Bionic,4,256,108,6000,5.5,60,1,Android,2020,419
Apple,Kirin 9000,4,128,200,6000,5.5,60,0,iOS,2021,721
Xiaomi,Snapdragon 778G,4,512,64,5000,6.7,90,0,Android,2024,853
Google,Snapdragon 8 Gen 2,12,512,48,6000,7.0,144,1,Android,2021,641
OnePlus,Kirin 9000,6,256,108,3000,5.5,90,1,Android,2021,371
Google,Kirin 9000,12,1024,64,4500,6.4,90,1,Android,2022,769
OnePlus,Kirin 9000,8,128,48,4000,6.7,120,1,Android,2019,213
Apple,Exynos 2200,6,64,108,3000,6.1,90,0,iOS,2024,938
Sony,Snapdragon 778G,6,128,200,5000,7.0,90,1,Android,2024,986
Xiaomi,Snapdragon 8 Gen 2,16,1024,200,4500,6.1,60,0,Android,2019,294
Oppo,Snapdragon 8 Gen 2,12,256,48,4500,6.1,90,1,Android,2024,765
Oppo,Exynos 2200,8,128,200,3000,5.5,120,1,Android,2022,580
Xiaomi,Exynos 2200,12,64,108,4000,7.0,60,1,Android,2024,760
Vivo,A17 Bionic,4,128,200,4500,6.1,90,1,Android,2023,774
Motorola,Snapdragon 778G,16,128,108,3000,6.7,144,1,Android,2024,815
Realme,A17 Bionic,6,512,12,6000,5.5,120,0,Android,2021,552
Vivo,Snapdragon 778G,8,64,12,5000,6.4,60,1,Android,2020,330
Samsung,Kirin 9000,8,1024,48,6000,6.7,90,0,Android,2021,606
Motorola,Kirin 9000,16,256,64,5000,6.7,90,0,Android,2022,776
Realme,Dimensity 9200,16,1024,108,4000,6.4,120,0,Android,2023,955
Realme,Kirin 9000,8,128,12,4500,5.5,90,1,Android,2018,244
Apple,Snapdragon 8 Gen 2,12,1024,200,4500,6.7,144,1,iOS,2023,1451
Samsung,Snapdragon 8 Gen 2,4,128,108,5000,5.5,60,1,Android,2022,633
Xiaomi,A17 Bionic,12,256,48,6000,7.0,144,0,Android,2020,435
Realme,Snapdragon 778G,12,1024,48,4000,6.1,60,0,Android,2024,891
OnePlus,Dimensity 9200,4,64,12,4000,6.1,120,0,Android,2023,571
Xiaomi,A17 Bionic,6,1024,48,4000,6.1,90,0,Android,2019,253
Apple,Snapdragon 778G,16,1024,12,5000,7.0,90,0,iOS,2024,1372
Google,Snapdragon 778G,16,128,64,4000,6.7,120,1,Android,2022,666
Google,A17 Bionic,8,64,200,4500,6.7,120,1,Android,2021,551
OnePlus,A17 Bionic,16,256,64,4000,7.0,144,0,Android,2018,244
Realme,Dimensity 9200,16,1024,64,4000,6.1,144,1,Android,2021,508
Google,Exynos 2200,6,1024,108,4500,6.7,144,0,Android,2023,860
OnePlus,A17 Bionic,16,128,108,3000,6.7,90,1,Android,2018,210
Apple,Snapdragon 8 Gen 2,16,512,64,3000,7.0,60,0,iOS,2018,356
Oppo,Kirin 9000,16,1024,108,4000,6.7,60,0,Android,2024,976
Apple,Kirin 9000,4,256,48,5000,6.1,120,1,iOS,2018,384
Xiaomi,Exynos 2200,4,256,64,4000,6.7,60,1,Android,2022,509
Oppo,Snapdragon 8 Gen 2,4,128,12,4000,6.1,90,1,Android,2019,193
Samsung,Snapdragon 778G,16,1024,48,5000,6.4,120,0,Android,2020,475
Realme,Dimensity 9200,8,64,12,3000,6.4,90,1,Android,2022,504
Realme,Dimensity 9200,16,128,108,3000,5.5,144,1,Android,2018,210
OnePlus,Kirin 9000,6,128,64,3000,6.7,90,1,Android,2018,198
Xiaomi,Dimensity 9200,4,64,64,3000,6.4,90,0,Android,2024,581
Xiaomi,Snapdragon 8 Gen 2,12,256,108,4500,6.4,120,0,Android,2021,511
Motorola,Snapdragon 8 Gen 2,4,1024,48,4000,6.7,60,0,Android,2020,312
Samsung,Kirin 9000,6,512,48,4500,7.0,60,0,Android,2018,260
Vivo,Exynos 2200,6,256,108,6000,7.0,120,0,Android,2021,529
Samsung,Kirin 9000,8,256,108,4000,5.5,120,1,Android,2023,832
Samsung,Snapdragon 8 Gen 2,12,512,108,5000,6.4,144,1,Android,2024,921
Motorola,Snapdragon 778G,16,1024,108,4000,6.7,120,0,Android,2018,275
OnePlus,Snapdragon 8 Gen 2,6,128,48,5000,5.5,144,1,Android,2018,242
OnePlus,Exynos 2200,16,128,64,4500,6.1,60,0,Android,2019,253
Realme,Snapdragon 8 Gen 2,6,64,64,5000,7.0,120,0,Android,2024,897
Oppo,Dimensity 9200,8,512,108,6000,6.1,60,0,Android,2022,835
Apple,Dimensity 9200,6,256,12,6000,6.1,120,1,iOS,2020,555
Vivo,Dimensity 9200,8,128,108,4000,6.7,90,1,Android,2021,488
Realme,Snapdragon 8 Gen 2,6,128,12,4500,6.1,90,1,Android,2024,746
Sony,Dimensity 9200,12,1024,12,4500,6.1,90,1,Android,2023,939
Samsung,Snapdragon 778G,8,128,108,4000,6.1,120,1,Android,2020,358
Xiaomi,Exynos 2200,16,64,12,3000,6.1,60,0,Android,2019,173
OnePlus,Kirin 9000,6,128,108,6000,6.1,90,0,Android,2023,792
Apple,A17 Bionic,8,1024,200,3000,6.4,120,1,iOS,2018,427
Sony,Exynos 2200,12,512,108,4000,6.7,144,1,Android,2023,758
Oppo,Exynos 2200,8,256,200,3000,6.4,90,0,Android,2020,301
Sony,Dimensity 9200,16,128,108,4000,5.5,90,1,Android,2023,708
Apple,Snapdragon 778G,16,1024,108,6000,6.1,120,1,iOS,2022,1458
Realme,Dimensity 9200,16,1024,108,4000,6.4,144,1,Android,2019,334
Xiaomi,Snapdragon 8 Gen 2,8,128,64,6000,5.5,90,0,Android,2019,271
Samsung,Snapdragon 778G,8,128,108,3000,6.7,60,0,Android,2021,347
Apple,Exynos 2200,6,128,48,4500,6.7,90,1,iOS,2019,362
Xiaomi,A17 Bionic,4,256,48,5000,6.4,90,1,Android,2019,228
Samsung,Exynos 2200,6,512,12,5000,6.7,144,1,Android,2020,401
Realme,A17 Bionic,8,128,64,3000,5.5,144,0,Android,2018,186
Xiaomi,A17 Bionic,4,512,48,4500,6.1,90,0,Android,2019,220
Vivo,Exynos 2200,6,64,12,5000,6.7,144,1,Android,2023,711
Samsung,Snapdragon 778G,12,128,48,4500,6.7,120,0,Android,2022,585
Apple,Kirin 9000,12,128,108,4500,5.5,144,0,iOS,2023,1067
Xiaomi,Kirin 9000,16,64,48,5000,6.1,60,1,Android,2021,496
Realme,Kirin 9000,8,512,12,6000,5.5,120,0,Android,2021,527
Motorola,A17 Bionic,8,256,48,4500,5.5,120,1,Android,2023,819
OnePlus,Snapdragon 778G,8,1024,64,4000,6.4,120,1,Android,2019,313
Sony,Exynos 2200,12,64,48,3000,5.5,90,1,Android,2023,630
OnePlus,Exynos 2200,16,64,108,4500,6.4,120,0,Android,2019,281
Vivo,Snapdragon 8 Gen 2,12,128,64,4000,5.5,144,1,Android,2018,236
Samsung,Kirin 9000,6,1024,48,4500,6.1,90,1,Android,2024,861
Google,Snapdragon 778G,12,512,48,6000,5.5,144,0,Android,2018,335
Oppo,A17 Bionic,12,1024,12,3000,5.5,120,1,Android,2021,502
Motorola,A17 Bionic,16,128,200,4500,7.0,90,0,Android,2022,805
Oppo,Kirin 9000,8,1024,108,5000,6.4,120,1,Android,2020,465
Samsung,Dimensity 9200,16,256,200,6000,6.1,90,1,Android,2019,357
Sony,Kirin 9000,6,128,48,4500,5.5,120,0,Android,2022,569
Apple,A17 Bionic,16,512,200,5000,7.0,144,0,iOS,2020,739
OnePlus,Dimensity 9200,6,256,64,5000,5.5,60,0,Android,2021,444
Motorola,Kirin 9000,16,1024,48,4500,5.5,90,0,Android,2023,805
OnePlus,Snapdragon 8 Gen 2,12,64,12,3000,7.0,120,0,Android,2022,516
Oppo,Snapdragon 8 Gen 2,16,256,64,4500,6.1,90,1,Android,2022,759
Apple,Snapdragon 8 Gen 2,8,128,64,5000,6.4,120,0,iOS,2019,353
Sony,A17 Bionic,16,512,200,5000,7.0,60,0,Android,2018,317
Oppo,Snapdragon 8 Gen 2,8,64,48,4500,5.5,120,0,Android,2024,745
Realme,Exynos 2200,12,1024,64,5000,6.4,60,1,Android,2019,288
Xiaomi,Snapdragon 8 Gen 2,16,512,48,4500,7.0,144,0,Android,2019,300
Xiaomi,Kirin 9000,4,64,48,3000,7.0,90,0,Android,2020,256
Xiaomi,Snapdragon 778G,6,256,64,6000,6.7,144,0,Android,2021,551
OnePlus,Exynos 2200,6,512,12,5000,6.1,90,1,Android,2022,751
OnePlus,Dimensity 9200,8,1024,108,4000,6.1,120,1,Android,2024,1039
Vivo,Dimensity 9200,6,256,64,5000,5.5,120,1,Android,2024,875
Sony,Snapdragon 778G,8,1024,108,5000,7.0,90,1,Android,2023,1018
Vivo,Exynos 2200,12,256,48,3000,6.7,90,1,Android,2024,713
Xiaomi,Exynos 2200,4,256,200,6000,6.4,90,1,Android,2021,537
Vivo,A17 Bionic,12,512,64,5000,5.5,120,1,Android,2018,275
Vivo,Snapdragon 778G,12,1024,12,4000,6.7,144,0,Android,2020,367
Realme,Snapdragon 778G,16,512,64,6000,6.4,144,1,Android,2018,310
Xiaomi,Snapdragon 778G,16,1024,48,4000,6.1,144,1,Android,2019,330
Realme,Dimensity 9200,6,1024,48,3000,6.7,90,0,Android,2024,699
Vivo,Snapdragon 778G,16,1024,200,3000,7.0,120,1,Android,2024,987
Apple,Exynos 2200,8,64,48,6000,6.4,60,0,iOS,2024,1324
Oppo,Snapdragon 8 Gen 2,8,64,64,3000,6.4,90,1,Android,2019,174
Vivo,Dimensity 9200,16,128,108,4500,5.5,120,1,Android,2023,892
Sony,Snapdragon 8 Gen 2,4,64,64,5000,6.7,144,0,Android,2020,336
Motorola,A17 Bionic,12,1024,48,5000,7.0,60,0,Android,2020,446
